uid,score
1,1.6165913555555553
2,1.276906563888889
9,0.5699964161111112
12,1.9833486750000004
14,0.8211226274999999
20,1.5841156555555558
25,1.8621676694444445
28,1.4530955416666669
30,1.3220434055555557
33,1.7411045916666668
35,1.0140936105555554
37,1.6612425027777773
43,1.3228102416666667
44,1.655034786111111
45,2.2459114333333328
46,1.4875446638888885
52,0.4321311541666667
53,1.2929414277777775
55,0.16775855388888886
56,1.7998007305555557
57,1.6206981500000006
59,1.1443075019444444
60,1.083486113888889
66,1.1691630766666667
74,0.39612818500000013
75,0.9630581275000003
83,1.597638425
84,1.0855271133333333
87,1.7768750888888891
88,1.552286905555556
95,0.36794574583333334
100,1.8120386972222222
101,0.23287415999999997
105,-0.47060476361111114
111,1.322704036111111
114,1.230634963333333
116,1.4024814500000002
118,0.8715842608333334
119,1.6947917027777777
123,0.2902521337777778
129,1.8477218833333333
131,-0.04562663889722222
132,0.34012076222222215
137,1.3642496583333334
143,0.7938930691666667
147,1.7522407388888892
148,0.4730129966666667
149,0.8979974072222221
156,1.2483153180555555
161,0.7189234291666667
162,0.37460505443611114
170,0.6090751116666666
179,2.083348336111111
184,1.0343676558333337
187,0.8292156380555558
191,0.06166846370555554
198,1.1162631480555554
206,0.8752344308333333
212,0.11469446417500001
221,0.5541390966666668
222,2.0717273305555555
225,1.2413986555555556
226,1.234207561111111
228,0.8619952097222224
232,1.7112078111111118
236,1.5367179111111104
237,2.180891036111111
242,0.26464786222222225
247,1.9550528305555557
252,0.6871723394444446
253,1.478623236111111
255,1.3614814083333335
258,0.6658249530555554
261,0.3638403380833333
264,1.7127642055555556
268,0.14236040888055557
275,1.7527161472222221
292,0.4859984258333332
293,1.6295201027777777
295,1.4201926138888892
305,1.4209650944444445
325,1.296117686111111
328,1.876724816666667
330,1.1508591405555557
334,1.5616809222222223
335,1.231151955555556
350,1.6204023138888888
351,-0.19171222294444445
354,1.3198102333333332
357,0.9084477080555554
360,1.6149880333333333
361,1.9075306527777778
365,0.16206608391277777
368,0.7730757147222221
369,0.7661875552777776
370,1.4338284777777777
374,0.9223933236111108
375,0.7427254313888887
377,1.7071185111111113
389,0.9280669563888888
390,0.9924870652777776
399,1.2345914583333333
401,1.5288021333333333
402,0.7748716047222224
403,1.723042286111111
404,0.5302936277777779
405,0.9195542938888889
415,1.6690663722222223
416,0.4254613511111111
417,0.6092984113888888
425,1.3860169027777778
430,2.4123726388888893
436,1.2200826944444445
442,1.6707696
445,1.9603481222222223
446,0.26105331174999996
447,1.848070427777778
451,0.5120857038888889
459,1.6820912194444446
461,1.8866363194444444
462,1.8657327111111108
464,0.5049425055555554
465,0.8556675416666667
470,1.1191836341666663
471,-0.16674415116666663
473,1.3054714222222217
481,0.6819264005555556
482,1.7429747999999998
487,2.309835886111111
489,1.6779334972222224
524,1.5391573250000004
528,0.2787496238611111
535,0.3716555254444447
536,0.7605400586111111
545,1.734699725
551,1.119217786111111
552,0.20526966133333335
563,1.3477252333333334
566,0.8558671505555555
573,0.5223178697222222
576,0.9211417294444443
577,0.49622196277777786
579,1.9409155138888883
583,1.7674096777777775
595,0.41863831166666665
596,1.542840186111111
598,0.2260146452777778
600,1.0833346691666663
603,1.0934422622222224
607,1.615379208333333
608,0.8346092505555556
613,0.6587667466666668
614,1.5237332749999997
616,1.0466102686111112
618,1.8697299055555554
620,0.6893806772222223
623,1.2125311749999996
624,0.850084329722222
628,1.400608827777778
630,0.6472245544444444
637,1.3336742527777774
645,1.2107123638888888
652,0.5915436680555555
653,0.9157004583333332
665,1.1888954852777778
667,0.5267792658333332
668,1.167510102777778
669,0.9634552344444445
678,1.1427118025
680,1.544577763888889
684,1.6370650138888887
687,1.375645925
695,1.2534491694444445
699,1.72380505
702,1.1349521080555554
704,1.5387174750000001
705,0.049962726727777775
707,1.545457861111111
711,1.4424933222222225
716,0.22688496941666664
722,0.8284795305555555
732,1.752812711111111
741,1.3174756972222221
745,1.5564768472222221
747,1.0986760188888889
748,1.5459860694444447
750,1.173783458611111
753,0.7629420036111113
756,1.4259529833333333
765,1.5371234083333336
769,2.2669463055555554
775,0.17195481308222227
777,1.1759320680555558
781,1.6622891916666669
791,1.337241288888889
792,1.2331372944444445
794,1.236430926111111
800,0.9849942647222222
802,0.7016034344444444
811,1.7363799111111113
812,1.4185550749999996
813,1.714928819444445
816,0.9558886258333334
818,-0.27690166598611105
822,1.0395017327777778
829,0.7576622225000001
830,2.0547254694444446
833,0.8963007830555557
838,0.4637577811111112
839,0.5013135841666666
841,1.5712007277777773
842,1.3337137611111112
843,0.822263491388889
849,0.7812577622222221
855,1.6087082694444448
856,1.2380394611111114
860,1.3975152472222223
871,2.0249910361111105
874,0.6329483186111111
876,1.2965785194444448
879,1.165643119444444
881,-0.2655424039444444
890,1.2076267988888887
898,0.9022904419444444
901,1.2534302416666667
904,0.9052325155555556
913,1.429520325
914,1.4680671194444443
915,0.36839653972222236
924,1.5195781805555557
925,1.5086193833333332
927,-0.05822337802777777
928,-0.20850517252777784
929,1.1465997088888886
934,2.2892470805555556
935,1.1839022738888887
937,1.3193505055555554
938,0.626084372222222
939,1.1532688008333332
940,1.1565804516666667
943,1.8066015361111114
944,0.8409875138888889
951,0.7162105933333334
954,1.665337158333333
957,1.0548617375000002
959,0.7563028383333336
963,1.456487261111111
967,0.11106091761555553
