uid,score
1,0.9162869523022668
2,0.78308460690875
9,0.6796972985739334
12,0.93272979724065
14,0.6129957397097833
20,0.8558775050644001
25,0.8591287709872666
28,0.8873664127471832
30,0.9059284747230667
33,0.8858901809555
35,0.7845730589061
37,0.92699581584345
43,0.8555935111646666
44,0.9230717606695834
45,0.9577283678326833
46,0.8605946679823333
52,0.6691793863340001
53,0.8279943417264
55,0.6247767619536168
56,0.9211511845131666
57,0.9127082390595165
59,0.8568928314114332
60,0.8069082769024165
66,0.8395260589340332
74,0.7907573174625167
75,0.7954302573132332
83,0.8599753288357335
84,0.8075621678057668
87,0.8678290846188166
88,0.8694850282075668
95,0.7161851841139334
100,0.9108617180039833
101,0.7402834088706168
105,0.37021875532265
111,0.853487811827
114,0.8812803734959666
116,0.8462267522164333
118,0.85473013587855
119,0.9048829122859168
123,0.7949068593227
129,0.8891760691133666
131,0.5412117695426
132,0.6449551113176
137,0.8983791068883502
143,0.7214212927309667
147,0.9378438869339166
148,0.7267001680804499
149,0.8188397186962166
156,0.8135391633898167
161,0.7805461088827499
162,0.6078856889063
170,0.6624659610735333
179,0.9020276474521833
184,0.8599337277217667
187,0.68370235051915
191,0.5530211028996832
198,0.7947745295409667
206,0.7549884991886666
212,0.49893919846635004
221,0.6918882009584999
222,0.9698679868625999
225,0.7946437803599999
226,0.8311974758508999
228,0.8172367119242999
232,0.9080507347852167
236,0.8591163412949167
237,0.9326301760227167
242,0.5720286886560333
247,0.9206383898499999
252,0.7426835780348666
253,0.8484611855624666
255,0.88722470764805
258,0.73050795968515
261,0.6648267815315999
264,0.9250354006977834
268,0.5213904070695833
275,0.9428311296249834
292,0.6626433479427667
293,0.9021251158011501
295,0.8249465896794165
305,0.8360282472390832
325,0.8701568415364334
328,0.9595722955674999
330,0.8379690952624
334,0.86730729381185
335,0.7903864326328167
350,0.8630540290455999
351,0.4681968591160166
354,0.7945647851369668
357,0.8061508294092832
360,0.8858160768254502
361,0.8972526681384666
365,0.4051764044917333
368,0.6742046082627666
369,0.8636806685716167
370,0.8886211727975333
374,0.8195361632870667
375,0.7541103799412001
377,0.8887676230034499
389,0.8513804828626166
390,0.8230941700345665
399,0.8092643519261833
401,0.9030805118102834
402,0.6549317183067167
403,0.9392217343793167
404,0.5663930339312166
405,0.8257900062751332
415,0.8356785381019332
416,0.70038313739125
417,0.7315082894882
425,0.9048738645047834
430,0.9737545612305665
436,0.8425263234533333
442,0.8963048907751834
445,0.9422398844335331
446,0.79416297077855
447,0.9498466669024668
451,0.7702832315867166
459,0.8429258416243999
461,0.9337909266411667
462,0.9483114275376665
464,0.6781061963977667
465,0.6955849039453001
470,0.7882954587435833
471,0.5300545644593666
473,0.8113413951388165
481,0.6811560366096834
482,0.9286560599861999
487,0.9780562983355834
489,0.8834140866105666
524,0.8726593200586167
528,0.6171897303277
535,0.5699199079516167
536,0.8173993811739165
545,0.8948126287329333
551,0.7806487239291833
552,0.5782360139708832
563,0.8156306557657833
566,0.7506121346898332
573,0.8515773414703001
576,0.7050977780077001
577,0.7611088571333167
579,0.9234186524096167
583,0.8950673653580166
595,0.7776896886406666
596,0.8514773654728333
598,0.7186651686721333
600,0.8588386755919664
603,0.7980415551081667
607,0.8315946159857166
608,0.7733053221695333
613,0.7437194767197832
614,0.8602300465770667
616,0.8530863059018665
618,0.8698553045857499
620,0.7419639954467333
623,0.85749315720295
624,0.8185576949903668
628,0.8956843175531499
630,0.7946228510710334
637,0.8373567664737667
645,0.8122911499431666
652,0.7329926298797168
653,0.7798368738351166
665,0.8366367864086499
667,0.6479045099370332
668,0.85015168799675
669,0.7991490949155835
678,0.7435292280483833
680,0.8988542455319668
684,0.8959430676883999
687,0.8239842798153334
695,0.8376401342915667
699,0.9035115952296666
702,0.8005919013697835
704,0.9182535045073669
705,0.5353677886076167
707,0.86257938008805
711,0.9089538110015001
716,0.5560804547750167
722,0.7967875215990001
732,0.9267949953201999
741,0.8158679733751333
745,0.7793686067670332
747,0.8114938539416165
748,0.7693298187043665
750,0.8847503896798165
753,0.7596957359364667
756,0.8712810012617
765,0.86825227660285
769,0.9263951817051168
775,0.62482440510585
777,0.7013839290026833
781,0.9471776689306333
791,0.8786452675527168
792,0.8505021336074666
794,0.8055762693067332
800,0.7451505950206168
802,0.7055000652266166
811,0.9218368695122332
812,0.9084791597528666
813,0.8895281258351335
816,0.7233248194952167
818,0.3872129687090834
822,0.7213880742701834
829,0.7636165193643001
830,0.9182909053747333
833,0.8570875051140501
838,0.7561283995050332
839,0.6630396277203165
841,0.9230069633679167
842,0.9344002820584166
843,0.8124467161534499
849,0.7485715102900834
855,0.9414114886352665
856,0.8584568016162333
860,0.8729183579145834
871,0.9075550351655999
874,0.6558657449178333
876,0.8906599784039667
879,0.8935232905245833
881,0.4465856114907001
890,0.8774218454412333
898,0.7674400804816833
901,0.8969787568183831
904,0.7613058004524165
913,0.8706234417488001
914,0.8520751246036999
915,0.7011065401088665
924,0.887939668959283
925,0.8995664393466498
927,0.5818407539082
928,0.5413871470146999
929,0.8356634792437665
934,0.9292512037155664
935,0.8728995525745997
937,0.8732424195997167
938,0.7154052592260833
939,0.7856709666169667
940,0.7905106475728667
943,0.9229268749215168
944,0.7833602357361833
951,0.6470316435733001
954,0.8867696706695333
957,0.7851797477526501
959,0.8331147182944333
963,0.8641317931581998
967,0.5098169062542001
970,0.7716398626991834
973,0.8768962084002001
974,0.8639324125166332
979,0.5640715547106834
985,0.8978079127021832
990,0.6326022852987168
991,0.8967175042836331
993,0.7913686824080333
994,0.6753311787989333
999,0.9346062087641168
1002,0.8539325654079667
1009,0.7287456801633665
1014,0.8420670877571665
1017,0.8730467287888666
1019,0.8472258377200335
1026,0.7740995813567502
1031,0.7833822598745499
1032,0.8251660900955834
1033,0.8473188412653334
1036,0.7811634846570501
1037,0.8768962727071667
1042,0.8059938682693
1043,0.9089095729964332
1044,0.6349297200400501
1048,0.8542788494393834
1052,0.9331475702259167
1053,0.8233258004066834
1061,0.9494889591170835
1072,0.9259525781779167
1077,0.40135796100156673
1081,0.8310791302365166
1082,0.8100982866909998
1085,0.7874498928179665
1087,0.9652619971684168
1095,0.9165201836583832
