uid,score
1,0.9092521802777779
2,0.7569463608333336
9,0.6545113197222222
12,0.9338633741666666
14,0.5272757172222222
20,0.8251333875000001
25,0.8567164244444444
28,0.8751211363888888
30,0.9050902627777779
33,0.8868941733333334
35,0.7844468724999999
37,0.9294984791666668
43,0.8530733602777777
44,0.918269741388889
45,0.954409598888889
46,0.8648799780555555
52,0.6630590475000001
53,0.7911165758333334
55,0.6480174161111112
56,0.914843008611111
57,0.9109780627777777
59,0.8603944705555555
60,0.8082337269444443
66,0.8222643788888887
74,0.7707075161111112
75,0.8017375313888889
83,0.838254783888889
84,0.7773043869444447
87,0.8440594602777778
88,0.8674833877777779
95,0.7289724255555556
100,0.9095469705555556
101,0.7471511519444447
105,0.26774105666666664
111,0.8442704108333333
114,0.8896857419444443
116,0.8612044455555555
118,0.8631526241666667
119,0.9171114594444446
123,0.8181850191666666
129,0.8702915369444444
131,0.48604934083333323
132,0.5976762716666666
137,0.9052006383333338
143,0.701683072777778
147,0.9377763677777777
148,0.6917045725
149,0.8179347702777777
156,0.8290722736111111
161,0.7589110241666666
162,0.57553087
170,0.6517806038888888
179,0.8971494430555556
184,0.8336669477777778
187,0.6615370883333332
191,0.5403051480555555
198,0.7941836911111113
206,0.7407625927777777
212,0.4004682733333334
221,0.6900973499999999
222,0.9719712
225,0.781811555
226,0.8189891874999998
228,0.8107788783333332
232,0.9094333436111113
236,0.8652988077777777
237,0.926515407777778
242,0.5291843013888888
247,0.9187231808333333
252,0.7484693394444444
253,0.843778797777778
255,0.8735369499999999
258,0.6899871716666666
261,0.6247425441666665
264,0.9365531497222224
268,0.45410837138888877
275,0.9434670422222222
292,0.6128552144444446
293,0.9017034483333334
295,0.8305680761111108
305,0.8056951638888887
325,0.8552054872222222
328,0.96393528
330,0.8384138991666668
334,0.8713569916666667
335,0.8266305961111111
350,0.8469188174999999
351,0.41429624277777777
354,0.8007300144444447
357,0.7862396030555555
360,0.8705747216666668
361,0.8901943727777777
365,0.3207136005555556
368,0.6856801369444444
369,0.8608254552777779
370,0.9009799780555555
374,0.8066895269444445
375,0.7338904300000002
377,0.8871454808333333
389,0.8591986452777777
390,0.826758578611111
399,0.7779135780555556
401,0.8966931880555558
402,0.6258959019444444
403,0.9456650619444444
404,0.451827323611111
405,0.8347051788888888
415,0.8266954547222221
416,0.7121186725
417,0.700504475
425,0.9029812238888888
430,0.9737116477777776
436,0.8205164230555556
442,0.9130755997222223
445,0.9478235372222221
446,0.8038275925
447,0.9457036769444446
451,0.7525705852777778
459,0.8048058224999999
461,0.9367064977777778
462,0.943169771111111
464,0.6706121536111113
465,0.6615171258333334
470,0.8147875863888889
471,0.48877167694444446
473,0.7777722652777777
481,0.659053028888889
482,0.932402585
487,0.9803413772222223
489,0.8695590361111112
524,0.8658209627777779
528,0.5686674333333334
535,0.5337164819444445
536,0.8233109877777777
545,0.8689090880555557
551,0.7920625455555554
552,0.5430924647222221
563,0.8130117522222222
566,0.7329194772222222
573,0.8479008175
576,0.6756413066666669
577,0.7391266894444444
579,0.9358029336111111
583,0.8772445844444444
595,0.782006143611111
596,0.8185584938888889
598,0.7165845063888888
600,0.8452074394444441
603,0.7740142152777778
607,0.8336801244444444
608,0.7519640038888888
613,0.7411179705555554
614,0.8305270494444446
616,0.8464046186111109
618,0.8624175691666666
620,0.7586910438888889
623,0.8501350608333333
624,0.8135179736111112
628,0.8917912449999998
630,0.7800443872222222
637,0.8424169086111111
645,0.822718547777778
652,0.7169124111111114
653,0.7688216369444444
665,0.8228389399999999
667,0.6088054713888887
668,0.8205032758333334
669,0.769635856388889
678,0.7210183030555555
680,0.8997417161111113
684,0.9095298233333333
687,0.7707299455555556
695,0.8174831644444445
699,0.8978354627777778
702,0.777469538888889
704,0.9211584652777779
705,0.4713583394444445
707,0.8518050975
711,0.9151599349999999
716,0.5275121361111111
722,0.7700548250000001
732,0.9296733125000001
741,0.7730517730555554
745,0.7393509930555554
747,0.7991636519444444
748,0.7794575344444442
750,0.8913841877777775
753,0.6994443236111111
756,0.8567195316666667
765,0.8664891425000001
769,0.9297442219444447
775,0.5963768174999999
777,0.6421093213888889
781,0.9441634130555554
791,0.8683408602777779
792,0.8673607019444445
794,0.8096756722222221
800,0.7408611111111112
802,0.667581388611111
811,0.9362239805555554
812,0.9296492469444443
813,0.8856357747222224
816,0.6927191644444444
818,0.30674773722222226
822,0.7049878697222223
829,0.7345699883333336
830,0.9088547447222225
833,0.8649195950000003
838,0.7687842605555555
839,0.6137983452777777
841,0.9290748736111111
842,0.9386304719444445
843,0.7849676249999998
849,0.7069375513888889
855,0.9458527261111109
856,0.8514372380555555
860,0.8561714688888891
871,0.9192450083333333
874,0.6046143238888889
876,0.8934192902777779
879,0.8953421580555556
881,0.3979019641666668
890,0.8952402688888887
898,0.7485802247222222
901,0.9102563397222221
904,0.7531323477777776
913,0.8626022575000001
914,0.8337502108333333
915,0.7018627052777777
924,0.9073197105555553
925,0.8915587124999997
927,0.5191471725
928,0.4427865266666666
929,0.823070986111111
934,0.9228739444444441
935,0.8680260483333331
937,0.8576193711111111
938,0.6940869338888889
939,0.7690046869444445
940,0.752757527777778
943,0.9158918019444448
944,0.7561743180555557
951,0.5699355183333334
954,0.9055937830555556
957,0.7870835475000002
959,0.8321499380555555
963,0.8509924149999999
967,0.4631215466666667
970,0.7621581813888889
973,0.8842662633333335
974,0.8602171638888888
979,0.5011172880555556
985,0.9130078155555554
990,0.5877940577777779
991,0.9006411697222219
993,0.8114390455555556
994,0.6376081030555556
999,0.939847830277778
1002,0.873078592777778
1009,0.6916072002777776
1014,0.829867073611111
1017,0.8821277486111111
